ID,BookID,CategoryID
2137,876,44
2138,876,154
2139,877,282
2140,877,296
2141,877,417
2142,878,251
2143,878,296
2144,879,102
2145,879,345
2146,879,379
2147,881,201
2148,881,211
2149,881,334
2150,883,289
2151,883,297
2152,884,82
2153,884,296
2154,885,337
2155,885,379
2156,885,387
2157,886,102
2158,886,230
2159,886,422
2160,887,143
2161,887,274
2162,887,388
2163,888,26
2164,888,80
2165,888,102
2166,888,379
2167,889,102
2168,889,106
2169,890,102
2170,890,379
2171,893,96
2172,893,379
2173,894,28
2174,894,96
2175,894,102
2176,894,156
2177,894,284
2178,894,345
2179,896,20
2180,896,119
2181,897,15
2182,897,100
2183,897,126
2184,897,379
2185,898,102
2186,898,230
2187,898,422
2188,899,91
2189,899,93
2190,899,102
2191,899,258
2192,899,379
2193,899,406
2194,900,49
2195,900,168
2196,900,189
2197,900,258
2198,900,329
2199,900,359
2200,900,418
2201,901,14
2202,901,259
2203,901,379
2204,902,164
2205,902,308
2206,902,337
2207,902,367
2208,903,159
2209,903,188
2210,903,372
2211,903,379
2212,904,44
2213,904,102
2214,905,44
2215,905,102
2216,906,102
2217,906,216
2218,906,306
2219,906,390
2220,907,68
2221,907,102
2222,909,154
2223,909,274
2224,910,17
2225,910,190
2226,910,243
2227,910,367
2228,912,81
2229,912,199
2230,912,238
2231,912,328
2232,912,379
2233,913,9
2234,913,56
2235,913,192
2236,914,14
2237,914,259
2238,914,266
2239,914,329
2240,914,359
2241,914,364
2242,914,418
2243,915,199
2244,915,379
2245,916,199
2246,916,379
2247,919,58
2248,919,379
2249,919,394
2250,920,337
2251,920,379
2252,920,385
2253,921,12
2254,921,354
2255,921,379
2256,921,389
2257,922,102
2258,922,379
2259,924,102
2260,924,379
2261,925,102
2262,925,379
2263,926,255
2264,926,379
2265,927,200
2266,927,317
2267,927,346
2268,927,379
2269,929,102
2270,929,172
2271,929,379
2272,930,296
2273,930,379
2274,934,89
2275,934,199
2276,935,92
2277,935,96
2278,935,379
2279,936,2
2280,936,24
2281,936,200
2282,937,199
2283,937,379
2284,939,6
2285,939,96
2286,939,161
2287,939,197
2288,939,387
2289,939,408
2290,940,102
2291,940,345
2292,940,379
2293,942,58
2294,942,379
2295,942,394
2296,943,102
2297,943,379
2298,945,89
2299,945,199
2300,947,200
2301,947,379
2302,948,56
2303,948,192
2304,948,427
2305,950,102
2306,950,379
2307,951,44
2308,951,154
2309,952,102
2310,952,172
2311,952,379
2312,953,92
2313,953,96
2314,953,243
2315,953,367
2316,953,386
2317,954,296
2318,954,379
2319,957,190
2320,957,270
2321,963,1
2322,963,3
2323,963,190
2324,963,248
2325,963,250
2326,964,96
2327,964,125
2328,964,145
2329,964,200
2330,964,379
2331,966,102
2332,966,379
2333,967,170
2334,967,213
2335,967,296
2336,967,379
2337,967,398
2338,968,154
2339,968,195
2340,968,260
2341,969,49
2342,969,173
2343,969,189
2344,969,258
2345,969,311
2346,969,379
2347,970,96
2348,970,161
2349,970,197
2350,970,263
2351,970,408
2352,971,44
2353,971,154
2354,973,102
2355,973,379
2356,975,71
2357,975,211
2358,975,334
2359,976,49
2360,976,135
2361,976,173
2362,976,189
2363,976,258
2364,976,299
2365,976,311
2366,979,152
2367,979,229
2368,980,102
2369,980,379
2370,981,96
2371,981,101
2372,981,102
2373,981,230
2374,981,422
2375,983,17
2376,983,190
2377,983,243
2378,983,367
2379,984,99
2380,984,217
2381,985,56
2382,985,192
2383,985,379
2384,986,44
2385,986,265
2386,986,379
2387,986,398
2388,988,91
2389,988,93
2390,988,154
2391,988,258
2392,989,199
2393,989,379
2394,990,102
2395,990,379
2396,991,378
2397,991,398
2398,992,67
2399,992,379
2400,993,71
2401,993,211
2402,993,334
2403,994,102
2404,994,172
2405,994,379
2406,995,96
2407,995,101
2408,995,102
2409,995,379
2410,996,370
2411,996,380
2412,996,427
2413,997,2
2414,997,225
2415,997,379
2416,998,67
2417,998,379
